"seriesDescription","seriesCount","geoAreaCode","geoAreaName","timePeriodStart","value","Age","Location","Sex"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","688","Serbia",2011,"18.29542","15+","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","688","Serbia",2011,"18.92375","65+","URBAN","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","688","Serbia",2011,"19.88583","65+","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","688","Serbia",2011,"10.77917","55-64","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","688","Serbia",2011,"22.87","55-64","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","688","Serbia",2011,"11.95458","65+","URBAN","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","688","Serbia",2011,"20.87792","65+","RURAL","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","688","Serbia",2011,"6.23583","25-44","RURAL","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","688","Serbia",2011,"19.7875","25-44","RURAL","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","688","Serbia",2011,"23.51833","45-54","RURAL","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","688","Serbia",2011,"23.65125","55-64","RURAL","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","688","Serbia",2011,"5.2825","15-24","URBAN","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","688","Serbia",2011,"9.75917","45-54","RURAL","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","688","Serbia",2011,"10.21583","55-64","URBAN","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","688","Serbia",2011,"22.38875","55-64","URBAN","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","688","Serbia",2011,"16.99833","15+","URBAN","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","688","Serbia",2011,"9.80208","45-54","URBAN","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","688","Serbia",2011,"19.1975","45-54","URBAN","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","688","Serbia",2011,"13.83042","65+","RURAL","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","688","Serbia",2011,"11.395","55-64","RURAL","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","688","Serbia",2011,"2.70083","15-24","URBAN","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","688","Serbia",2015,"10.22833","55-64","RURAL","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","688","Serbia",2015,"20.60958","55-64","RURAL","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","688","Serbia",2015,"8.465","65+","RURAL","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","688","Serbia",2015,"15.72708","65+","RURAL","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","688","Serbia",2015,"4.63792","25-44","URBAN","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","688","Serbia",2015,"6.28458","45-54","URBAN","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","688","Serbia",2015,"4.28875","15-24","URBAN","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","688","Serbia",2015,"4.83417","15-24","URBAN","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","688","Serbia",2015,"12.45375","25-44","URBAN","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","688","Serbia",2015,"20.54542","55-64","URBAN","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","688","Serbia",2015,"14.07375","15+","URBAN","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","688","Serbia",2015,"15.32042","45-54","URBAN","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","688","Serbia",2015,"20.93042","45-54","RURAL","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","688","Serbia",2015,"8.04292","45-54","RURAL","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","688","Serbia",2015,"5.78875","25-44","RURAL","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","688","Serbia",2015,"15.87","25-44","RURAL","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","688","Serbia",2015,"10.15208","65+","URBAN","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","688","Serbia",2015,"16.21333","65+","URBAN","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","688","Serbia",2015,"20.5725","55-64","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","688","Serbia",2015,"10.20375","55-64","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","688","Serbia",2015,"10.18333","55-64","URBAN","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","688","Serbia",2015,"4.23292","15-24","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","688","Serbia",2015,"7.015","15+","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","688","Serbia",2015,"15.16167","15+","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","688","Serbia",2015,"6.82917","15+","URBAN","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","688","Serbia",2015,"7.27333","15+","RURAL","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","688","Serbia",2015,"6.17292","15-24","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","688","Serbia",2015,"13.71333","25-44","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","688","Serbia",2015,"7.0075","45-54","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","688","Serbia",2015,"17.38417","45-54","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","688","Serbia",2015,"4.16375","15-24","RURAL","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","688","Serbia",2015,"9.15667","15-24","RURAL","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","688","Serbia",2015,"9.44417","65+","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","688","Serbia",2015,"16.00042","65+","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","688","Serbia",2015,"16.87542","15+","RURAL","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","688","Serbia",2015,"5.08875","25-44","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","705","Slovenia",2001,"18.26375","20-74","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","705","Slovenia",2001,"10.13875","20-74","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","710","South Africa",2000,"5.13875","10+","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","710","South Africa",2000,"12.56958","10+","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","710","South Africa",2010,"13.54167","10+","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","710","South Africa",2010,"6.11125","10+","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","724","Spain",2003,"5.55542","20-74","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","724","Spain",2003,"17.08333","20-74","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","724","Spain",2010,"6.94458","20-74","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","724","Spain",2010,"15.97208","20-74","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","275","State of Palestine",2000,"15.55542","10+","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","275","State of Palestine",2000,"2.22208","10+","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","275","State of Palestine",2000,"1.80542","15-24","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","275","State of Palestine",2000,"13.68042","15-24","URBAN","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","275","State of Palestine",2000,"17.63875","15+","URBAN","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","275","State of Palestine",2000,"2.36125","15+","URBAN","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","275","State of Palestine",2000,"15.55542","10+","RURAL","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","275","State of Palestine",2000,"1.94458","10+","RURAL","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","275","State of Palestine",2000,"17.43042","15+","RURAL","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","275","State of Palestine",2000,"2.01375","15+","RURAL","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","275","State of Palestine",2000,"14.44458","15-24","RURAL","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","275","State of Palestine",2000,"1.80542","15-24","RURAL","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","275","State of Palestine",2000,"21.875","25-44","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","275","State of Palestine",2000,"14.79167","55-64","RURAL","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","275","State of Palestine",2000,"22.01375","45-54","URBAN","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","275","State of Palestine",2000,"2.70833","45-54","URBAN","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","275","State of Palestine",2000,"14.16667","15-24","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","275","State of Palestine",2000,"2.22208","25-44","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","275","State of Palestine",2000,"3.95833","45-54","RURAL","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","275","State of Palestine",2000,"20.41667","45-54","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","275","State of Palestine",2000,"3.125","45-54","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","275","State of Palestine",2000,"14.16667","55-64","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","275","State of Palestine",2000,"2.84708","55-64","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","275","State of Palestine",2000,"17.36125","45-54","RURAL","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","275","State of Palestine",2000,"17.63875","15+","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","275","State of Palestine",2000,"2.22208","15+","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","275","State of Palestine",2000,"2.29167","65+","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","275","State of Palestine",2000,"7.84708","65+","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","275","State of Palestine",2000,"22.70833","25-44","RURAL","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","275","State of Palestine",2000,"1.80542","25-44","RURAL","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","275","State of Palestine",2000,"1.52792","55-64","RURAL","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","275","State of Palestine",2000,"2.56958","25-44","URBAN","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","275","State of Palestine",2000,"21.59708","25-44","URBAN","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","275","State of Palestine",2000,"7.01375","65+","RURAL","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","275","State of Palestine",2000,"1.875","65+","RURAL","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","275","State of Palestine",2000,"1.875","15-24","URBAN","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","275","State of Palestine",2000,"15.48625","10+","URBAN","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","275","State of Palestine",2000,"2.36125","10+","URBAN","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","275","State of Palestine",2000,"8.61125","65+","URBAN","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","275","State of Palestine",2000,"2.43042","65+","URBAN","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","275","State of Palestine",2000,"14.09708","55-64","URBAN","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","275","State of Palestine",2000,"3.47208","55-64","URBAN","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","275","State of Palestine",2013,"18.125","55-64","URBAN","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","275","State of Palestine",2013,"3.75","55-64","URBAN","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","275","State of Palestine",2013,"2.43042","10+","URBAN","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","275","State of Palestine",2013,"11.31958","15-24","URBAN","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","275","State of Palestine",2013,"6.11125","65+","RURAL","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","275","State of Palestine",2013,"3.125","65+","RURAL","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","275","State of Palestine",2013,"2.5","45-54","RURAL","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","275","State of Palestine",2013,"2.29167","15+","URBAN","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","275","State of Palestine",2013,"16.73625","55-64","RURAL","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","275","State of Palestine",2013,"2.84708","55-64","RURAL","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","275","State of Palestine",2013,"19.51375","25-44","URBAN","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","275","State of Palestine",2013,"8.81958","65+","URBAN","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","275","State of Palestine",2013,"2.98625","65+","URBAN","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","275","State of Palestine",2013,"19.30542","25-44","RURAL","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","275","State of Palestine",2013,"15.13875","15+","RURAL","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","275","State of Palestine",2013,"2.15292","15+","RURAL","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","275","State of Palestine",2013,"2.36125","25-44","RURAL","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","275","State of Palestine",2013,"2.98625","65+","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","275","State of Palestine",2013,"8.05542","65+","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","275","State of Palestine",2013,"10.90292","15-24","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","275","State of Palestine",2013,"1.73625","15-24","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","275","State of Palestine",2013,"15.625","15+","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","275","State of Palestine",2013,"2.29167","15+","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","275","State of Palestine",2013,"17.29167","55-64","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","275","State of Palestine",2013,"3.54167","55-64","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","275","State of Palestine",2013,"2.29167","25-44","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","275","State of Palestine",2013,"19.86125","45-54","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","275","State of Palestine",2013,"2.91667","45-54","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","275","State of Palestine",2013,"19.375","25-44","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","275","State of Palestine",2013,"19.30542","45-54","RURAL","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","275","State of Palestine",2013,"2.29167","25-44","URBAN","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","275","State of Palestine",2013,"20.27792","45-54","URBAN","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","275","State of Palestine",2013,"3.05542","45-54","URBAN","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","275","State of Palestine",2013,"10.13875","15-24","RURAL","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","275","State of Palestine",2013,"1.52792","15-24","RURAL","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","275","State of Palestine",2013,"13.40292","10+","RURAL","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","275","State of Palestine",2013,"2.15292","10+","RURAL","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","275","State of Palestine",2013,"1.80542","15-24","URBAN","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","275","State of Palestine",2013,"15.90292","15+","URBAN","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","275","State of Palestine",2013,"14.375","10+","URBAN","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","275","State of Palestine",2013,"13.95833","10+","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","275","State of Palestine",2013,"2.36125","10+","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","752","Sweden",2001,"15.63333","65+","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","752","Sweden",2001,"18.4825","65+","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","752","Sweden",2001,"9.37917","25-44","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","752","Sweden",2001,"12.33958","55-64","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","752","Sweden",2001,"16.56042","55-64","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","752","Sweden",2001,"11.2075","45-54","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","752","Sweden",2001,"14.73042","45-54","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","752","Sweden",2001,"8.37208","20-24","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","752","Sweden",2001,"14.2325","25-44","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","752","Sweden",2001,"11.08417","20+","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","752","Sweden",2001,"15.13708","20+","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","752","Sweden",2001,"10.13875","20-64","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","752","Sweden",2001,"14.30542","20-64","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","752","Sweden",2001,"7.19958","20-24","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","752","Sweden",2011,"10.625","20-64","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","752","Sweden",2011,"12.49708","25-44","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","752","Sweden",2011,"10.14167","25-44","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","752","Sweden",2011,"13.125","20-64","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","752","Sweden",2011,"11.245","45-54","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","752","Sweden",2011,"13.84125","45-54","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","752","Sweden",2011,"15.21875","55-64","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","752","Sweden",2011,"8.15125","15-24","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","752","Sweden",2011,"11.1325","15+","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","752","Sweden",2011,"13.63708","15+","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","752","Sweden",2011,"4.87708","15-24","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","752","Sweden",2011,"12.99458","55-64","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","752","Sweden",2011,"17.66833","65+","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","752","Sweden",2011,"15.1725","65+","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2000,"15.30833","15+","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2000,"7.875","15+","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2000,"16.76667","25-44","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2000,"17.9625","45-54","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2000,"16.85","55-64","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2000,"5.525","15-24","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2000,"7.40833","15-24","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2000,"8.675","55-64","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2000,"7.62917","25-44","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2000,"8.17917","45-54","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2000,"14.82083","65+","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2000,"9.75","65+","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2004,"14.75417","65+","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2004,"10.65833","65+","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2004,"8.125","25-44","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2004,"16.50833","25-44","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2004,"15.17083","15+","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2004,"8.51667","45-54","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2004,"17.67083","45-54","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2004,"8.45833","15+","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2004,"6.02083","15-24","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2004,"16.97083","55-64","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2004,"7.525","15-24","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2004,"9.34583","55-64","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2007,"8.03333","15-24","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2007,"6.49167","15-24","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2007,"9.35833","45-54","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2007,"8.875","15+","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2007,"14.92083","15+","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","2053","756","Switzerland",2007,"17.25","45-54","ALLAREA","FEMALE"
